,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactq1,lastlctq1,lastdvpspq1,lastsaleq1,lastcshoq1,lastprccq1,lastepsfiq1,lastoancfy1,lastivncfy1,lastfincfy1,lastactual1,meanest,actual
650,HES,31/12/2019,2019,3,3398,2344,0.25,1580,304.706,60.48,-0.7,1356,-2018,-169,3684,2332,0.25,1660,304.481,63.57,-0.02,913,-1297,-102,-0.32,-0.38,-0.6
651,HES,31/03/2020,2019,4,3156,2510,0.25,1683,304.955,66.81,-0.73,1642,-2843,52,3398,2344,0.25,1580,304.706,60.48,-0.7,1356,-2018,-169,-0.6,-0.5,-0.6
652,HES,30/06/2020,2020,1,4270,1947,0.25,1354,307.158,33.3,-8,445,-818,908,3156,2510,0.25,1683,304.955,66.81,-0.73,1642,-2843,52,-0.6,-1.04,-1.05
653,HES,30/09/2020,2020,2,3115,1564,0.25,833,307.144,51.81,-1.05,711,-1388,778,4270,1947,0.25,1354,307.158,33.3,-8,445,-818,908,-1.05,-0.56,-0.71
654,HES,31/12/2020,2020,3,3136,1426,0.25,1159,307.077,40.93,-0.8,847,-1814,707,3115,1564,0.25,833,307.144,51.81,-1.05,711,-1388,778,-0.71,-0.26,-0.58
717,AEP,30/06/2017,2017,1,3616.4,7914.5,0.59,3933.3,491.712,67.13,1.2,806.8,844.8,-1687.1,6033.9,9498,0.59,3790.1,491.712,62.96,0.76,4519.3,-4989.1,503.9,0.96,0.89,0.75
718,AEP,30/09/2017,2017,2,3809,8392.2,0.59,3576.5,491.837,69.47,0.76,1717,-375.7,-1379.4,3616.4,7914.5,0.59,3933.3,491.712,67.13,1.2,806.8,844.8,-1687.1,0.75,1.22,1.1
719,AEP,31/12/2017,2017,3,4067.8,7322,0.59,4104.7,491.842,70.24,1.11,3124.2,-1676.6,-1314.2,3809,8392.2,0.59,3576.5,491.837,69.47,0.76,1717,-375.7,-1379.4,1.1,0.79,0.85
720,AEP,31/03/2018,2017,4,4253.1,8271.3,0.62,3810.4,492.006,73.57,0.81,4270.4,-3656.4,-604.9,4067.8,7322,0.59,4104.7,491.842,70.24,1.11,3124.2,-1676.6,-1314.2,0.85,1,0.96
721,AEP,30/06/2018,2018,1,4135,9471.4,0.62,4048.3,492.512,68.59,0.92,802.2,-1927.8,1029.5,4253.1,8271.3,0.62,3810.4,492.006,73.57,0.81,4270.4,-3656.4,-604.9,0.96,0.89,1.01
722,AEP,30/09/2018,2018,2,4570.1,9058.3,0.62,4013.2,492.927,69.25,1.07,2006.8,-3238.9,1206.8,4135,9471.4,0.62,4048.3,492.512,68.59,0.92,802.2,-1927.8,1029.5,1.01,1.21,1.26
723,AEP,31/12/2018,2018,3,4692.4,8426.2,0.62,4333.1,493.097,70.88,1.17,3932.6,-4688.7,1281,4570.1,9058.3,0.62,4013.2,492.927,69.25,1.07,2006.8,-3238.9,1206.8,1.26,0.71,0.72
724,AEP,31/03/2019,2018,4,4113.9,8648.8,0.67,3801.1,493.246,74.74,0.74,5223.2,-6353.6,1161.9,4692.4,8426.2,0.62,4333.1,493.097,70.88,1.17,3932.6,-4688.7,1281,0.72,1.1,1.19
725,AEP,30/06/2019,2019,1,3914.8,7990.6,0.67,4056.8,493.428,83.75,1.16,808.3,-1582.8,693.5,4113.9,8648.8,0.67,3801.1,493.246,74.74,0.74,5223.2,-6353.6,1161.9,1.19,0.99,1
726,AEP,30/09/2019,2019,2,4061.3,8357.1,0.67,3573.6,493.758,88.01,0.93,1800.8,-3595,1739.7,3914.8,7990.6,0.67,4056.8,493.428,83.75,1.16,808.3,-1582.8,693.5,1,1.26,1.46
727,AEP,31/12/2019,2019,3,4166.4,8611.2,0.67,4315,493.936,93.69,1.48,3349.9,-5357.6,2053.4,4061.3,8357.1,0.67,3573.6,493.758,88.01,0.93,1800.8,-3595,1739.7,1.46,0.6,0.6
728,AEP,31/03/2020,2019,4,4077.8,10299.1,0.7,3616,494.169,94.51,0.31,4270.1,-7144.5,2862.9,4166.4,8611.2,0.67,4315,493.936,93.69,1.48,3349.9,-5357.6,2053.4,0.6,1.19,1.02
729,AEP,30/06/2020,2020,1,5292,11654.7,0.7,3747.5,495.208,79.98,1,615.7,-1766,2388.5,4077.8,10299.1,0.7,3616,494.169,94.51,0.31,4270.1,-7144.5,2862.9,1.02,1.01,1.08
730,AEP,30/09/2020,2020,2,4273.2,10122,0.7,3494,496.011,79.64,1.05,1746.2,-3247.6,1573.5,5292,11654.7,0.7,3747.5,495.208,79.98,1,615.7,-1766,2388.5,1.08,1.46,1.47
731,AEP,31/12/2020,2020,3,4338.2,9047.2,0.7,4066.4,496.347,81.73,1.5,2922.2,-4707.3,1816.3,4273.2,10122,0.7,3494,496.011,79.64,1.05,1746.2,-3247.6,1573.5,1.47,0.76,0.87
801,AME,30/06/2017,2017,1,1787.443,1016.798,0.09,1007.682,230.108,54.08,0.6,142.444,-348.252,51.884,1928.19,924.441,0.09,972.953,229.379,48.6,0.47,756.835,-452.367,57.054,0.6,0.62,0.65
802,AME,30/09/2017,2017,2,1789.273,995.146,0.09,1064.604,230.795,60.57,0.65,341.408,-546.697,-23.194,1787.443,1016.798,0.09,1007.682,230.108,54.08,0.6,142.444,-348.252,51.884,0.65,0.62,0.66
803,AME,31/12/2017,2017,3,2024.483,1270.341,0.09,1084.799,231.117,66.04,0.66,580.394,-562.425,-42.989,1789.273,995.146,0.09,1064.604,230.795,60.57,0.65,341.408,-546.697,-23.194,0.66,0.67,0.7
804,AME,31/03/2018,2017,4,1934.655,1138.663,0.09,1143.085,231.194,72.47,1.03,833.259,-625.817,-329.171,2024.483,1270.341,0.09,1084.799,231.117,66.04,0.66,580.394,-562.425,-42.989,0.7,0.72,0.78
805,AME,30/06/2018,2018,1,1960.205,1159.923,0.14,1172.647,231.579,75.97,0.78,177.402,-253.574,-27.055,1934.655,1138.663,0.09,1143.085,231.194,72.47,1.03,833.259,-625.817,-329.171,0.78,0.78,0.83
806,AME,30/09/2018,2018,2,2018.126,1182.517,0.14,1208.935,231.897,72.16,0.83,380.542,-401.728,-55.548,1960.205,1159.923,0.14,1172.647,231.579,75.97,0.78,177.402,-253.574,-27.055,0.83,0.78,0.83
807,AME,31/12/2018,2018,3,1998.615,969.901,0.14,1192.962,232.116,79.12,0.82,629.355,-424.253,-317.228,2018.126,1182.517,0.14,1208.935,231.897,72.16,0.83,380.542,-401.728,-55.548,0.83,0.84,0.86
808,AME,31/03/2019,2018,4,1836.144,1258.704,0.14,1271.328,227.111,67.7,0.91,925.518,-1210.044,13.04,1998.615,969.901,0.14,1192.962,232.116,79.12,0.82,629.355,-424.253,-317.228,0.86,0.96,1
809,AME,30/06/2019,2019,1,1924.644,1007.228,0.14,1287.691,227.841,82.97,0.89,196.257,-17.75,-165.865,1836.144,1258.704,0.14,1271.328,227.111,67.7,0.91,925.518,-1210.044,13.04,1,1.02,1.05
810,AME,30/09/2019,2019,2,2127.153,978.558,0.14,1289.412,228.346,90.84,0.94,442.578,-39.611,-191.522,1924.644,1007.228,0.14,1287.691,227.841,82.97,0.89,196.257,-17.75,-165.865,1.05,1.01,1.06
811,AME,31/12/2019,2019,3,2272.184,1110.519,0.14,1276.633,228.593,91.82,0.96,772.214,-173.352,-207.926,2127.153,978.558,0.14,1289.412,228.346,90.84,0.94,442.578,-39.611,-191.522,1.06,1.03,1.08
812,AME,31/03/2020,2019,4,2025.771,1425.858,0.14,1304.821,229.083,99.74,0.96,1114.422,-1150.925,72.913,2272.184,1110.519,0.14,1276.633,228.593,91.82,0.96,772.214,-173.352,-207.926,1.08,0.97,1.02
813,AME,30/06/2020,2020,1,2774.491,1477.671,0.18,1202.218,229.432,72.02,1.22,270.752,115.557,486.649,2025.771,1425.858,0.14,1304.821,229.083,99.74,0.96,1114.422,-1150.925,72.913,1.02,0.73,0.84
814,AME,30/09/2020,2020,2,2517.135,1017.453,0.18,1011.922,229.63,89.37,0.72,585.368,104.791,56.396,2774.491,1477.671,0.18,1202.218,229.432,72.02,1.22,270.752,115.557,486.649,0.84,0.93,1.01
815,AME,31/12/2020,2020,3,2643.018,1403.494,0.18,1126.942,230.065,99.4,0.88,895.098,98.689,-84.718,2517.135,1017.453,0.18,1011.922,229.63,89.37,0.72,585.368,104.791,56.396,1.01,1.03,1.08
885,AMGN,30/06/2017,2017,1,46456,10523,1.15,5464,736.1,164.07,2.79,2385,-157,-2111,46010,11204,1,5965,738.2,146.21,2.59,10354,-8658,-2599,3.15,3.11,3.27
886,AMGN,30/09/2017,2017,2,48442,7815,1.15,5810,730.7,172.23,2.91,4711,-1970,-3353,46456,10523,1.15,5464,736.1,164.07,2.79,2385,-157,-2111,3.27,3.11,3.27
887,AMGN,31/12/2017,2017,3,49752,8193,1.15,5773,726.6,186.45,2.76,8165,-3946,-4460,48442,7815,1.15,5810,730.7,172.23,2.91,4711,-1970,-3353,3.27,3.02,2.89
888,AMGN,31/03/2018,2017,4,49476,9020,1.15,5802,722.2,173.9,-5.89,11177,-4024,-6594,49752,8193,1.15,5773,726.6,186.45,2.76,8165,-3946,-4460,2.89,3.24,3.47
889,AMGN,30/06/2018,2018,1,40689,10479,1.32,5554,666.4,170.48,3.25,2727,14906,-11692,49476,9020,1.15,5802,722.2,173.9,-5.89,11177,-4024,-6594,3.47,3.54,3.83
890,AMGN,30/09/2018,2018,2,37970,11205,1.32,6059,649,184.59,3.48,4829,17844,-16342,40689,10479,1.32,5554,666.4,170.48,3.25,2727,14906,-11692,3.83,3.45,3.69
891,AMGN,31/12/2018,2018,3,38320,12432,1.32,5904,640.5,207.29,2.86,8102,18976,-18922,37970,11205,1.32,6059,649,184.59,3.48,4829,17844,-16342,3.69,3.27,3.42
892,AMGN,31/03/2019,2018,4,37618,13488,1.32,6230,629.6,194.67,3.01,11296,14339,-22490,38320,12432,1.32,5904,640.5,207.29,2.86,8102,18976,-18922,3.42,3.48,3.56
893,AMGN,30/06/2019,2019,1,35151,12706,1.45,5557,614.4,189.98,3.18,1845,3555,-4987,37618,13488,1.32,6230,629.6,194.67,3.01,11296,14339,-22490,3.56,3.58,3.97
894,AMGN,30/09/2019,2019,2,30746,10622,1.45,5871,602.1,184.28,3.57,3259,6300,-10979,35151,12706,1.45,5557,614.4,189.98,3.18,1845,3555,-4987,3.97,3.51,3.66
895,AMGN,31/12/2019,2019,3,31051,10737,1.45,5737,596.2,193.51,3.27,6636,11672,-13838,30746,10622,1.45,5871,602.1,184.28,3.57,3259,6300,-10979,3.66,3.52,3.64
896,AMGN,31/03/2020,2019,4,18440,12835,1.45,6197,591.4,241.07,2.85,9150,5709,-15767,31051,10737,1.45,5737,596.2,193.51,3.27,6636,11672,-13838,3.64,3.77,4.17
897,AMGN,30/06/2020,2020,1,18813,11827,1.6,6161,588,202.73,3.07,2134,-230,-254,18440,12835,1.45,6197,591.4,241.07,2.85,9150,5709,-15767,4.17,3.82,4.25
898,AMGN,30/09/2020,2020,2,22895,10523,1.6,6206,586.4,235.86,3.05,4976,-2389,521,18813,11827,1.6,6161,588,202.73,3.07,2134,-230,-254,4.25,3.8,4.37
899,AMGN,31/12/2020,2020,3,22661,9953,1.6,6423,583.5,254.16,3.43,8344,-4017,-1277,22895,10523,1.6,6206,586.4,235.86,3.05,4976,-2389,521,4.37,3.41,3.81
968,ADI,30/04/2017,2017,1,7233.733,811.626,0.42,984.449,309.207,74.94,0.69,314.492,1769.754,1982.551,4974.863,782.934,0.42,1003.623,308.171,64.1,0.95,1280.895,-1218.27,-22.917,0.94,0.84,1.03
969,ADI,31/07/2017,2017,2,7535.467,5449.282,0.45,1147.982,367.011,76.2,0.27,835.956,-7031.049,10971.676,7233.733,811.626,0.42,984.449,309.207,74.94,0.69,314.492,1769.754,1982.551,1.03,1.15,1.26
970,ADI,31/10/2017,2017,3,2188.643,1101.077,0.45,1433.902,367.668,79.01,0.18,471.673,-6604.978,6118.718,7535.467,5449.282,0.45,1147.982,367.011,76.2,0.27,835.956,-7031.049,10971.676,1.26,1.36,1.45
971,ADI,31/01/2018,2017,4,2351.338,1596.332,0.45,1541.17,368.636,91.3,0.93,1112.592,-6618.014,5628.578,2188.643,1101.077,0.45,1433.902,367.668,79.01,0.18,471.673,-6604.978,6118.718,1.45,1.29,1.42
972,ADI,30/04/2018,2018,1,2177.746,1236.548,0.45,1566.87,369.804,91.88,0.78,388.688,-64.5,-548.026,2351.338,1596.332,0.45,1541.17,368.636,91.3,0.93,1112.592,-6618.014,5628.578,1.42,1.38,1.45
973,ADI,31/07/2018,2018,2,2188.274,1432.863,0.48,1563.502,370.897,87.35,1.06,1107.182,-170.49,-1178.171,2177.746,1236.548,0.45,1566.87,369.804,91.88,0.78,388.688,-64.5,-548.026,1.45,1.46,1.53
974,ADI,31/10/2018,2018,3,2116.557,1338.883,0.48,1558.189,371.67,96.14,1.08,1727.92,-224.979,-1777.296,2188.274,1432.863,0.48,1563.502,370.897,87.35,1.06,1107.182,-170.49,-1178.171,1.53,1.52,1.55
975,ADI,31/01/2019,2018,4,2112.126,1406.138,0.48,1536.128,370.16,83.71,1.08,2442.361,-313.998,-2358.042,2116.557,1338.883,0.48,1558.189,371.67,96.14,1.08,1727.92,-224.979,-1777.296,1.55,1.28,1.33
976,ADI,30/04/2019,2019,1,1985.18,849.955,0.48,1541.101,368.314,98.86,0.95,371.767,-96.215,-486.149,2112.126,1406.138,0.48,1536.128,370.16,83.71,1.08,2442.361,-313.998,-2358.042,1.33,1.3,1.36
977,ADI,31/07/2019,2019,2,2080.489,1365.035,0.54,1526.602,369.761,116.24,0.98,1042.649,-170.787,-975.069,1985.18,849.955,0.48,1541.101,368.314,98.86,0.95,371.767,-96.215,-486.149,1.36,1.22,1.26
978,ADI,31/10/2019,2019,3,2007.058,1483.68,0.54,1480.143,369.406,117.46,0.97,1595.196,-229.429,-1569.684,2080.489,1365.035,0.54,1526.602,369.761,116.24,0.98,1042.649,-170.787,-975.069,1.26,1.22,1.19
979,ADI,31/01/2020,2019,4,1985.126,1508.632,0.54,1443.219,368.302,106.63,0.74,2253.1,-293.186,-2126.794,2007.058,1483.68,0.54,1480.143,369.406,117.46,0.97,1595.196,-229.429,-1569.684,1.19,1,1.03
980,ADI,30/04/2020,2020,1,1911.179,1770.542,0.54,1303.565,368.22,109.75,0.55,349.648,-54.732,-289.572,1985.126,1508.632,0.54,1443.219,368.302,106.63,0.74,2253.1,-293.186,-2126.794,1.03,1.04,1.08
981,ADI,31/07/2020,2020,2,2051.293,1582.002,0.62,1317.06,368.425,109.6,0.72,778.689,-116.284,-525.282,1911.179,1770.542,0.54,1303.565,368.22,109.75,0.55,349.648,-54.732,-289.572,1.08,1.24,1.36
982,ADI,31/10/2020,2020,3,2485.237,1687.776,0.62,1456.136,369.166,114.85,0.97,1335.889,-149.781,-744.442,2051.293,1582.002,0.62,1317.06,368.425,109.6,0.72,778.689,-116.284,-525.282,1.36,1.32,1.44
983,ADI,31/01/2021,2020,4,2517.688,1364.986,0.62,1526.295,369.485,118.53,1.04,2008.487,-180.523,-1420.608,2485.237,1687.776,0.62,1456.136,369.166,114.85,0.97,1335.889,-149.781,-744.442,1.44,1.31,1.44
1053,APA,30/06/2017,2017,1,3426,1898,0.25,1512,380.435,51.39,0.56,455,-93,-218,3241,1843,0.25,1455,379.44,63.47,-0.48,2430,-1660,-860,0.08,0,-0.21
1054,APA,30/09/2017,2017,2,4647,2873,0.25,1387,380.928,47.93,1.5,1206,-529,-387,3426,1898,0.25,1512,380.435,51.39,0.56,455,-93,-218,-0.21,0,0.04
1055,APA,31/12/2017,2017,3,3769,2465,0.25,1279,380.938,45.8,0.16,1760,-623,-572,4647,2873,0.25,1387,380.928,47.93,1.5,1206,-529,-387,0.04,0.22,0.33
1056,APA,31/03/2018,2017,4,3725,2564,0.25,1574,380.955,42.22,1.19,2428,-1416,-721,3769,2465,0.25,1279,380.938,45.8,0.16,1760,-623,-572,0.33,0.36,0.32
1057,APA,30/06/2018,2018,1,3253,2342,0.25,1735,382.147,38.48,0.38,615,-890,-316,3725,2564,0.25,1574,380.955,42.22,1.19,2428,-1416,-721,0.32,0.39,0.5
1058,APA,30/09/2018,2018,2,3139,2312,0.25,1911,382.459,46.75,0.51,1728,-1914,-510,3253,2342,0.25,1735,382.147,38.48,0.38,615,-890,-316,0.5,0.48,0.63
1059,APA,31/12/2018,2018,3,2785,2207,0.25,1953,381.568,47.67,0.21,2734,-2840,-969,3139,2312,0.25,1911,382.459,46.75,0.51,1728,-1914,-510,0.63,0.24,0.31
1060,APA,31/03/2019,2018,4,2687,2201,0.25,1732,374.696,26.25,-1,3777,-3944,-787,2785,2207,0.25,1953,381.568,47.67,0.21,2734,-2840,-969,0.31,0.13,0.1
1061,APA,30/06/2019,2019,1,2504,2374,0.25,1648,375.91,34.66,-0.12,598,-938,-47,2687,2201,0.25,1732,374.696,26.25,-1,3777,-3944,-787,0.1,0.17,0.11
1062,APA,30/09/2019,2019,2,2791,2262,0.25,1608,375.956,28.97,-0.96,1454,-1832,213,2504,2374,0.25,1648,375.91,34.66,-0.12,598,-938,-47,0.11,-0.2,-0.29
1063,APA,31/12/2019,2019,3,1971,1921,0.25,1466,376.022,25.6,-0.45,2089,-2783,143,2791,2262,0.25,1608,375.956,28.97,-0.96,1454,-1832,213,-0.29,-0.06,0.08
1064,APA,31/03/2020,2019,4,1961,1855,0.25,1734,376.063,25.59,-7.89,2867,-3446,112,1971,1921,0.25,1466,376.022,25.6,-0.45,2089,-2783,143,0.08,-0.2,-0.13
1065,APA,30/06/2020,2020,1,1908,2025,0.25,1241,377.424,4.18,-11.86,502,-509,188,1961,1855,0.25,1734,376.063,25.59,-7.89,2867,-3446,112,-0.13,-0.97,-0.74
1066,APA,30/09/2020,2020,2,1658,1710,0.025,577,377.458,13.5,-1.02,586,-917,219,1908,2025,0.25,1241,377.424,4.18,-11.86,502,-509,188,-0.74,-0.37,-0.16
1067,APA,31/12/2020,2020,3,1719,1382,0.025,1136,377.46,9.47,-0.02,890,-1276,301,1658,1710,0.025,577,377.458,13.5,-1.02,586,-917,219,-0.16,-0.12,-0.05
1135,AAPL,31/03/2017,2017,1,103332,84130,0.57,78351,5255.423,115.82,3.36,27056,-19122,-12047,106869,79006,0.57,46852,5336.166,113.05,1.67,65824,-45977,-20483,0.84,0.51,0.525
1136,AAPL,30/06/2017,2017,2,101990,73342,0.57,52896,5205.815,143.66,2.1,39579,-33324,-11582,103332,84130,0.57,78351,5255.423,115.82,3.36,27056,-19122,-12047,0.525,0.39,0.4175
1137,AAPL,30/09/2017,2017,3,112875,81302,0.63,45408,5169.782,144.02,1.67,47942,-36504,-13351,101990,73342,0.57,52896,5205.815,143.66,2.1,39579,-33324,-11582,0.4175,0.47,0.5175
1138,AAPL,31/12/2017,2017,4,128645,100814,0.63,52579,5126.201,154.12,2.07,63598,-46446,-17347,112875,81302,0.63,45408,5169.782,144.02,1.67,47942,-36504,-13351,0.5175,0.95,0.9725
1139,AAPL,31/03/2018,2018,1,143810,115788,0.63,88293,5081.651,169.23,3.89,28293,-13590,-7501,128645,100814,0.63,52579,5126.201,154.12,2.07,63598,-46446,-17347,0.9725,0.67,0.6825
1140,AAPL,30/06/2018,2018,2,130053,89320,0.63,61137,4943.282,167.78,2.73,43423,15120,-33773,143810,115788,0.63,88293,5081.651,169.23,3.89,28293,-13590,-7501,0.6825,0.55,0.585
1141,AAPL,30/09/2018,2018,3,115761,88548,0.73,53029,4842.917,185.11,2.34,57911,19067,-65296,130053,89320,0.63,61137,4943.282,167.78,2.73,43423,15120,-33773,0.585,0.69,0.7275
1142,AAPL,31/12/2018,2018,4,131339,116866,0.73,62900,4754.986,225.74,2.91,77434,16066,-87876,115761,88548,0.73,53029,4842.917,185.11,2.34,57911,19067,-65296,0.7275,1.04,1.045
1143,AAPL,31/03/2019,2019,1,140828,108283,0.73,84310,4729.803,157.74,4.18,26690,5844,-13676,131339,116866,0.73,62900,4754.986,225.74,2.91,77434,16066,-87876,1.045,0.59,0.615
1144,AAPL,30/06/2019,2019,2,123346,93772,0.73,58015,4607.284,189.95,2.46,37845,19192,-43133,140828,108283,0.73,84310,4729.803,157.74,4.18,26690,5844,-13676,0.615,0.52,0.545
1145,AAPL,30/09/2019,2019,3,134973,89704,0.77,53809,4531.395,197.92,2.18,49481,46694,-69937,123346,93772,0.73,58015,4607.284,189.95,2.46,37845,19192,-43133,0.545,0.71,0.7575
1146,AAPL,31/12/2019,2019,4,162819,105718,0.77,64040,4443.236,223.97,3.03,69391,45896,-90976,134973,89704,0.77,53809,4531.395,197.92,2.18,49481,46694,-69937,0.7575,1.14,1.2475
1147,AAPL,31/03/2020,2020,1,163231,102161,0.77,91819,4384.959,293.65,4.99,30516,-13668,-25407,162819,105718,0.77,64040,4443.236,223.97,3.03,69391,45896,-90976,1.2475,0.57,0.6375
1148,AAPL,30/06/2020,2020,2,143753,96094,0.77,58313,4323.987,254.29,2.55,43827,-4655,-46347,163231,102161,0.77,91819,4384.959,293.65,4.99,30516,-13668,-25407,0.6375,0.5,0.645
1149,AAPL,30/09/2020,2020,3,140065,95318,0.82,59685,4283.939,364.8,2.58,60098,-9820,-65463,143753,96094,0.77,58313,4323.987,254.29,2.55,43827,-4655,-46347,0.645,0.71,0.73
1150,AAPL,31/12/2020,2020,4,143713,105392,0.205,64698,16976.763,115.81,0.73,80674,-4289,-86820,140065,95318,0.82,59685,4283.939,364.8,2.58,60098,-9820,-65463,0.73,1.39,1.68
1219,AMAT,30/04/2017,2017,1,9094,3808,0.1,3278,1079.831,34.25,0.65,646,-367,-194,8353,3632,0.1,3297,1078,29.08,0.56,2466,-425,-3432,0.67,0.76,0.79
1220,AMAT,31/07/2017,2017,2,12018,4097,0.1,3546,1074.632,40.61,0.76,1544,-1648,1642,9094,3808,0.1,3278,1079.831,34.25,0.65,646,-367,-194,0.79,0.84,0.86
1221,AMAT,31/10/2017,2017,3,12731,4371,0.1,3744,1066.487,44.31,0.85,2910,-1997,959,12018,4097,0.1,3546,1074.632,40.61,0.76,1544,-1648,1642,0.86,0.91,0.93
1222,AMAT,31/01/2018,2017,4,12918,4115,0.1,3969,1060,56.43,0.91,3609,-2526,521,12731,4371,0.1,3744,1066.487,44.31,0.85,2910,-1997,959,0.93,0.98,1.06
1223,AMAT,30/04/2018,2018,1,13029,4399,0.1,4205,1050.688,53.63,0.15,1466,1352,-1029,12918,4115,0.1,3969,1060,56.43,0.91,3609,-2526,521,1.06,1.14,1.22
1224,AMAT,31/07/2018,2018,2,11891,4580,0.1,4579,1008.048,49.67,1.06,2077,1374,-3591,13029,4399,0.1,4205,1050.688,53.63,0.15,1466,1352,-1029,1.22,1.17,1.2
1225,AMAT,31/10/2018,2018,3,10889,4322,0.2,4162,982.991,48.63,1.01,2710,700,-5046,11891,4580,0.1,4579,1008.048,49.67,1.06,2077,1374,-3591,1.2,0.97,0.97
1226,AMAT,31/01/2019,2018,4,10747,4068,0.2,3759,967,32.88,0.77,3787,571,-5928,10889,4322,0.2,4162,982.991,48.63,1.01,2710,700,-5046,0.97,0.79,0.81
1227,AMAT,30/04/2019,2019,1,10285,3776,0.2,3753,949.393,39.08,0.8,834,-66,-1016,10747,4068,0.2,3759,967,32.88,0.77,3787,571,-5928,0.81,0.66,0.7
1228,AMAT,31/07/2019,2019,2,10062,3605,0.2,3539,936.105,44.07,0.7,1634,-195,-1763,10285,3776,0.2,3753,949.393,39.08,0.8,834,-66,-1016,0.7,0.7,0.74
1229,AMAT,31/10/2019,2019,3,10042,3785,0.21,3562,923.754,49.37,0.61,2421,-357,-2490,10062,3605,0.2,3539,936.105,44.07,0.7,1634,-195,-1763,0.74,0.76,0.8
1230,AMAT,31/01/2020,2019,4,10206,4447,0.21,3754,916,54.26,0.75,3247,-443,-3115,10042,3785,0.21,3562,923.754,49.37,0.61,2421,-357,-2490,0.8,0.92,0.98
1231,AMAT,30/04/2020,2020,1,10769,4569,0.21,4162,918.305,57.99,0.96,987,-162,-530,10206,4447,0.21,3754,916,54.26,0.75,3247,-443,-3115,0.98,0.95,0.89
1232,AMAT,31/07/2020,2020,2,12735,4765,0.21,3957,916.479,49.68,0.82,1622,3,642,10769,4569,0.21,4162,918.305,57.99,0.96,987,-162,-530,0.89,0.95,1.06
1233,AMAT,31/10/2020,2020,3,12248,4285,0.22,4395,913.283,64.33,0.91,2489,11,-1164,12735,4765,0.21,3957,916.479,49.68,0.82,1622,3,642,1.06,1.17,1.25
1234,AMAT,31/01/2021,2020,4,13369,4459,0.22,4688,914,59.23,1.23,3804,-130,-1337,12248,4285,0.22,4395,913.283,64.33,0.91,2489,11,-1164,1.25,1.26,1.39
1300,ADM,30/06/2017,2017,1,20486,13602,0.32,14988,569,46.04,0.59,409,-381,-180,21045,13173,0.3,16501,573,45.65,0.73,1475,-1211,-579,0.6,0.53,0.57
1301,ADM,30/09/2017,2017,2,18201,11421,0.32,14943,563,41.38,0.48,1314,-566,-939,20486,13602,0.32,14988,569,46.04,0.59,409,-381,-180,0.57,0.57,0.45
1302,ADM,31/12/2017,2017,3,19140,11873,0.32,14827,559,42.51,0.34,2155,-933,-989,18201,11421,0.32,14943,563,41.38,0.48,1314,-566,-939,0.45,0.71,0.82
1303,ADM,31/03/2018,2017,4,19925,12570,0.32,16070,557,40.08,1.39,2211,-886,-1028,19140,11873,0.32,14827,559,42.51,0.34,2155,-933,-989,0.82,0.54,0.68
1304,ADM,30/06/2018,2018,1,20906,13285,0.335,15526,559,43.37,0.7,-3574,2180,1277,19925,12570,0.32,16070,557,40.08,1.39,2211,-886,-1028,0.68,0.77,1.02
1305,ADM,30/09/2018,2018,2,18647,11718,0.335,17068,559,45.83,1,-3179,3548,-176,20906,13285,0.335,15526,559,43.37,0.7,-3574,2180,1277,1.02,0.83,0.92
1306,ADM,31/12/2018,2018,3,19465,11648,0.335,15800,560,50.27,0.94,-3680,4575,-104,18647,11718,0.335,17068,559,45.83,1,-3179,3548,-176,0.92,0.93,0.88
1307,ADM,31/03/2019,2018,4,20588,11776,0.335,15947,559,40.97,0.55,-4784,6582,187,19465,11648,0.335,15800,560,50.27,0.94,-3680,4575,-104,0.88,0.61,0.46
1308,ADM,30/06/2019,2019,1,20262,13361,0.35,15304,560,43.13,0.41,-2035,-271,1065,20588,11776,0.335,15947,559,40.97,0.55,-4784,6582,187,0.46,0.63,0.6
1309,ADM,30/09/2019,2019,2,19548,12602,0.35,16297,558,40.8,0.42,-2713,1346,273,20262,13361,0.35,15304,560,43.13,0.41,-2035,-271,1065,0.6,0.72,0.77
1310,ADM,31/12/2019,2019,3,19178,12020,0.35,16726,557,41.07,0.72,-3639,3251,-430,19548,12602,0.35,16297,558,40.8,0.42,-2713,1346,273,0.77,0.71,0.81
1311,ADM,31/03/2020,2019,4,21347,13734,0.35,16329,557,46.35,0.9,-5452,5259,-660,19178,12020,0.35,16726,557,41.07,0.72,-3639,3251,-430,0.81,0.55,0.64
1312,ADM,30/06/2020,2020,1,26146,17317,0.36,14970,555,35.18,0.69,-655,1853,3342,21347,13734,0.35,16329,557,46.35,0.9,-5452,5259,-660,0.64,0.51,0.85
1313,ADM,30/09/2020,2020,2,22011,12809,0.36,16281,556,39.9,0.84,-436,2173,-228,26146,17317,0.36,14970,555,35.18,0.69,-655,1853,3342,0.85,0.69,0.89
1314,ADM,31/12/2020,2020,3,22766,13907,0.36,15126,556,46.49,0.4,-1516,4728,-1943,22011,12809,0.36,16281,556,39.9,0.84,-436,2173,-228,0.89,1.05,1.21
